BD_Team,Region,Client_Name,Industry,Lead_Source,Campaign,Lead_Score,Current_Stage,Initial_Contact_Date,Deal_Closed_Date,Expected_Deal_Size,Actual_Revenue,BD_Representative,Opportunity_ID
Team B,Europe,TechNova,Technology,Referral,EducationForum,99,Prospecting,45435,,17203.9,0,Meera Shah,OPP-00603
Team C,Latin-America,EduNext,Education,Social Media,Green Tech Day,84,Qualified,45733,,31453.63,0,Lina Fernandez,OPP-00604
Team C,North-America,HealthPlus,Healthcare,Event,Green Tech Day,99,Prospecting,45223,,18020.46,0,Samir Gupta,OPP-00605
Team E,Asia-Pacific,GreenTech,Renewable Energy,Partnership,Healthcare Expo,45,Prospecting,45752,,22287.39,0,Rafael Souza,OPP-00606
Team E,Europe,MediCore,Healthcare,Event,Healthcare Expo,68,Closed Lost,45868,45869,30310.52,0,Rafael Souza,OPP-00607
Team B,Latin-America,CloudWorks,Cloud Computing,Inbound,Unknown,26,Prospecting,45391,,54180.33,0,Meera Shah,OPP-00608
Team C,Middle-East,GreenTech,Renewable Energy,Email Campaign,Unknown,38,Prospecting,45360,,16870.73,0,Samir Gupta,OPP-00609
Team C,Middle-East,AgriHarvest,Agriculture,Outbound,Agri Meet,22,Prospecting,45600,,55930.98,0,Samir Gupta,OPP-00610
Team B,Asia-Pacific,HealthPlus,Healthcare,Email Campaign,Unknown,61,Negotiation,45362,,37968.5,0,Rohit Menon,OPP-00611
Team E,North-America,AgriCorp,Agriculture,Partnership,Unknown,21,Negotiation,45407,,11384.91,0,Rafael Souza,OPP-00612
Team E,Latin-America,CloudWorks,Cloud Computing,Social Media,Agri Meet,39,Proposal Sent,45545,,109421.63,0,Rafael Souza,OPP-00613
Team A,Latin-America,CloudWorks,Cloud Computing,Email Campaign,Fintech webinar,37,Proposal Sent,45802,,49991.35,0,Priya Singh,OPP-00614
Team C,North-America,MarketIQ,Market Intelligence,Referral,Referral Program,66,Closed Lost,45753,45869,27768.03,0,Lina Fernandez,OPP-00615
Team D,Middle-East,MarketIQ,Market Intelligence,Referral,Spring launch,53,Negotiation,45286,,44885.3,0,Emma Johnson,OPP-00616
Team E,Europe,CloudWorks,Cloud Computing,Email Campaign,Spring launch,31,Prospecting,45749,,37692.82,0,Sara Ibrahim,OPP-00617
Team A,Asia-Pacific,CloudWorks,Cloud Computing,Outbound,Healthcare Expo,23,Prospecting,45186,,28435.7,0,Priya Singh,OPP-00618
Team C,Europe,FinEdge,Financial Services,Email Campaign,Spring Launch,35,Closed Lost,45412,45528,59215.31,0,Samir Gupta,OPP-00619
Team B,Europe,MarketIQ,Market Intelligence,Inbound,Agri Meet,44,Negotiation,45500,,37393.17,0,Meera Shah,OPP-00620
Team E,Europe,EduNext,Education,Referral,Healthcare Expo,46,Prospecting,45806,,59243.96,0,Sara Ibrahim,OPP-00621
Team C,Middle-East,GreenTech,Renewable Energy,Inbound,Healthcare Expo,71,Closed Won,45551,45604,19399.32,22872.06,Unknown,OPP-00622
Team B,Middle-East,MediCore,Healthcare,Social Media,Green Tech Day,52,Proposal Sent,45206,,123981.51,0,Meera Shah,OPP-00623
Team A,North-America,AgriHarvest,Agriculture,Outbound,Summer Outreach,48,Negotiation,45628,,46306.655,0,Priya Singh,OPP-00624
Team A,North-America,HealthPlus,Healthcare,Social Media,Agri Meet,95,Qualified,45222,,27273.69,0,Priya Singh,OPP-00625
Team E,Latin-America,HealthPlus,Healthcare,Event,Green Tech Day,37,Qualified,45470,,124470.4,0,Rafael Souza,OPP-00626
Team C,North-America,HealthPlus,Healthcare,Partnership,Referral program,86,Qualified,45649,,9572.88,0,Lina Fernandez,OPP-00627
Team A,North-America,EduNext,Education,Partnership,green tech day,42,Negotiation,45862,,46534.26,0,Alex Patel,OPP-00628
Team B,Asia-Pacific,MarketIQ,Market Intelligence,Webinar,Green Tech Day,41,Prospecting,45750,,49527.5,0,Rohit Menon,OPP-00629
Team C,Middle-East,HealthPlus,Healthcare,Email Campaign,Spring Launch,76,Qualified,45498,,46306.655,0,Samir Gupta,OPP-00630
Team D,Middle-East,Urbanmobility,Transportation,Partnership,Summer Outreach,49,Proposal Sent,45698,,61684.38,0,Chen Wei,OPP-00631
Team D,Asia-Pacific,Urbanmobility,Transportation,Outbound,Healthcare Expo,84,Qualified,45178,,30003.04,0,Chen Wei,OPP-00632
Team A,Asia-Pacific,SafeBank,Financial Services,Unknown,Unknown,85,Closed Won,45218,45230,47427.25,44164.16,Priya Singh,OPP-00633
Team D,North-America,GreenTech,Renewable Energy,Referral,Fintech webinar,37,Qualified,45708,,15276.11,0,Emma Johnson,OPP-00634
Team B,Europe,AgriCorp,Agriculture,Webinar,green tech day,89,Negotiation,45248,,47263.77,0,Rohit Menon,OPP-00635
Team C,North-America,MediCore,Healthcare,Social Media,FinTechWebinar,41,Closed Lost,45766,45787,16989.97,0,Samir Gupta,OPP-00636
Team B,Europe,EduNext,Unknown,Event,Spring Launch,83,Prospecting,45821,,53037.56,0,Meera Shah,OPP-00637
Team D,Asia-Pacific,AgriCorp,Agriculture,Webinar,summer outreach,32,Closed Lost,45416,45507,44860.93,0,Emma Johnson,OPP-00638
Team B,North-America,HealthPlus,Healthcare,Webinar,Education Forum,49,Proposal Sent,45372,,45102.96,0,Rohit Menon,OPP-00639
Team B,North-America,CloudWorks,Cloud Computing,Event,Summer outreach,26,Qualified,45207,,68280.95,0,Meera Shah,OPP-00640
Team D,Latin-America,GreenSystems,Renewable Energy,Unknown,Education Forum,61,Qualified,45625,,60286.54,0,Unknown,OPP-00641
Team E,Asia-Pacific,SafeBank,Financial Services,Partnership,healthcare expo,85,Negotiation,45706,,22115.56,0,Sara Ibrahim,OPP-00642
Team B,Latin-America,FinEdge,Financial Services,Referral,FinTech Webinar,54,Negotiation,45584,,145027.7,0,Rohit Menon,OPP-00643
Team B,Latin-America,CloudWorks,Cloud Computing,Email Campaign,FinTechWebinar,74,Qualified,45458,,20250.15,0,Rohit Menon,OPP-00644
Team A,Europe,AgriCorp,Agriculture,Outbound,Summer outreach,61,Proposal Sent,45564,,61910.64,0,Priya Singh,OPP-00645
Team A,Europe,AgriCorp,Agriculture,Outbound,Tech Summit,83,Closed Won,45327,45489,15106.53,12772.86,Priya Singh,OPP-00646
Team D,Middle-East,AgriCorp,Agriculture,Social Media,education forum,43,Qualified,45631,,35182.58,0,Emma Johnson,OPP-00647
Team E,Middle-East,TechNova,Technology,Email Campaign,SpringLaunch,51,Prospecting,45400,,18491.2,0,Sara Ibrahim,OPP-00648
Team A,Asia-Pacific,TechNova,Technology,Social Media,Spring Launch,28,Prospecting,45759,,19031.67,0,Priya Singh,OPP-00649
Team B,Europe,MarketIQ,Market Intelligence,Unknown,Tech Summit,20,Proposal Sent,45370,,34625.27,0,Meera Shah,OPP-00650
Team E,Latin-America,AgriCorp,Agriculture,Webinar,Summer Outreach,74,Proposal Sent,45357,,55676.4,0,Rafael Souza,OPP-00651
Team D,Latin-America,FinEdge,Financial Services,Partnership,Referral Program,56,Prospecting,45288,,13178.16,0,Chen Wei,OPP-00652
Team B,Middle-East,MarketIQ,Market Intelligence,Unknown,Tech Summit,37,Prospecting,45522,,59747.89,0,Unknown,OPP-00653
Team A,Europe,MediCore,Healthcare,Inbound,Education Forum,89,Qualified,45582,,30174.23,0,Priya Singh,OPP-00654
Team E,Latin-America,MarketIQ,Market Intelligence,Event,Green Tech Day,39,Proposal Sent,45752,,56605.4,0,Sara Ibrahim,OPP-00655
Team E,Asia-Pacific,SafeBank,Financial Services,Event,Education Forum,92,Qualified,45228,,25793.6,0,Sara Ibrahim,OPP-00656
Team C,Middle-East,MarketIQ,Market Intelligence,Unknown,Fintech webinar,39,Proposal Sent,45594,,14632.13,0,Lina Fernandez,OPP-00657
Team E,Asia-Pacific,CloudWorks,Cloud Computing,Outbound,Spring Launch,85,Proposal Sent,45338,,65534.25,0,Rafael Souza,OPP-00658
Team E,North-America,HealthPlus,Healthcare,Email Campaign,SpringLaunch,35,Prospecting,45516,,48542.99,0,Sara Ibrahim,OPP-00659
Team E,North-America,FinEdge,Financial Services,Referral,FinTech Webinar,22,Qualified,45440,,46306.655,0,Sara Ibrahim,OPP-00660
Team E,Latin-America,GreenTech,Renewable Energy,Partnership,Unknown,67,Closed Won,45261,45322,71157.36,65051.76,Rafael Souza,OPP-00661
Team E,Asia-Pacific,FinEdge,Financial Services,Outbound,TechSummit,29,Proposal Sent,45868,,65772.08,0,Sara Ibrahim,OPP-00662
Team C,North-America,TechNova,Technology,Outbound,Summer outreach,39,Negotiation,45666,,33338.99,0,Samir Gupta,OPP-00663
Team A,Europe,TechNova,Technology,Partnership,Green Tech Day,85,Prospecting,45844,,63674.1,0,Alex Patel,OPP-00664
Team C,Middle-East,AgriHarvest,Agriculture,Event,Green Tech Day,28,Negotiation,45232,,126059.48,0,Samir Gupta,OPP-00665
Team A,Asia-Pacific,HealthPlus,Healthcare,Unknown,Referral Program,72,Prospecting,45235,,69809.03,0,Alex Patel,OPP-00666
Team B,Latin-America,AgriHarvest,Agriculture,Webinar,Healthcare Expo,44,Qualified,45254,,48737.75,0,Rohit Menon,OPP-00667
Team B,North-America,AgriHarvest,Agriculture,Social Media,Spring Launch,70,Qualified,45550,,48796.59,0,Rohit Menon,OPP-00668
Team E,Asia-Pacific,GreenSystems,Renewable Energy,Partnership,Education Forum,82,Prospecting,45733,,97811.06,0,Sara Ibrahim,OPP-00669
Team A,Asia-Pacific,MarketIQ,Market Intelligence,Webinar,fintech webinar,84,Prospecting,45684,,11408.1,0,Priya Singh,OPP-00670
Team B,North-America,GreenSystems,Renewable Energy,Social Media,Tech Summit,61,Qualified,45268,,72028.33,0,Meera Shah,OPP-00671
Team B,Europe,HealthPlus,Healthcare,Referral,Healthcare Expo,47,Closed Won,45512,45579,26863.08,29032.3,Meera Shah,OPP-00672
Team E,Europe,CloudWorks,Cloud Computing,Email Campaign,spring launch,91,Prospecting,45204,,14409.81,0,Sara Ibrahim,OPP-00673
Team E,North-America,HealthPlus,Healthcare,Outbound,SummerOutreach,53,Qualified,45203,,56244.83,0,Rafael Souza,OPP-00674
Team B,Latin-America,CloudWorks,Cloud Computing,Webinar,Referral Program,92,Prospecting,45462,,60640.36,0,Rohit Menon,OPP-00675
Team D,Middle-East,EduNext,Education,Inbound,Spring Launch,97,Negotiation,45580,,82304.02,0,Emma Johnson,OPP-00676
Team C,Latin-America,SafeBank,Financial Services,Outbound,Spring Launch,77,Closed Won,45539,45606,20950.3,19960.93,Samir Gupta,OPP-00677
Team B,Latin-America,GreenSystems,Renewable Energy,Referral,Agri Meet,67,Prospecting,45747,,57591.5,0,Rohit Menon,OPP-00678
Team D,Middle-East,GreenSystems,Renewable Energy,Outbound,FinTech Webinar,66,Proposal Sent,45455,,25986.03,0,Emma Johnson,OPP-00679
Team A,Asia-Pacific,FinEdge,Financial Services,Webinar,Agri Meet,94,Closed Lost,45843,45869,51765.74,0,Alex Patel,OPP-00680
Team B,North-America,Urbanmobility,Transportation,Webinar,Healthcare expo,27,Proposal Sent,45325,,33617.46,0,Rohit Menon,OPP-00681
Team E,Europe,Urbanmobility,Transportation,Partnership,Referral Program,53,Closed Lost,45552,45651,123048.53,0,Sara Ibrahim,OPP-00682
Team D,Europe,Urbanmobility,Transportation,Webinar,Summer Outreach,36,Qualified,45550,,104810.78,0,Chen Wei,OPP-00683
Team B,Middle-East,MarketIQ,Market Intelligence,Email Campaign,Summer Outreach,35,Closed Lost,45792,45869,25064.88,0,Rohit Menon,OPP-00684
Team C,Asia-Pacific,GreenTech,Renewable Energy,Social Media,Spring Launch,50,Qualified,45609,,49586.03,0,Samir Gupta,OPP-00685
Team C,North-America,CloudWorks,Cloud Computing,Email Campaign,agri meet,95,Closed Won,45616,45638,38047.27,35163.44,Samir Gupta,OPP-00686
Team D,Middle-East,SafeBank,Financial Services,Email Campaign,Healthcare Expo,57,Proposal Sent,45810,,100640.86,0,Emma Johnson,OPP-00687
Team A,Middle-East,AgriHarvest,Agriculture,Event,Tech Summit,36,Qualified,45319,,26816.11,0,Alex Patel,OPP-00688
Team B,Middle-East,EduNext,Education,Referral,green tech day,49,Closed Lost,45342,45482,33090.5,0,Rohit Menon,OPP-00689
Team B,North-America,TechNova,Technology,Event,Healthcare Expo,71,Qualified,45313,,42616.53,0,Meera Shah,OPP-00690
Team D,Latin-America,EduNext,Education,Outbound,Healthcare expo,53,Proposal Sent,45751,,121281.83,0,Emma Johnson,OPP-00691
Team E,Latin-America,AgriHarvest,Agriculture,Event,Spring Launch,71,Closed Lost,45247,45390,45513.33,0,Unknown,OPP-00692
Team C,Europe,EduNext,Education,Event,Healthcare expo,48,Prospecting,45275,,58512.02,0,Lina Fernandez,OPP-00693
Team B,Middle-East,GreenSystems,Renewable Energy,Partnership,FinTech Webinar,24,Closed Lost,45435,45468,56482.5,0,Meera Shah,OPP-00694
Team D,North-America,EduNext,Education,Event,Summer Outreach,45,Proposal Sent,45506,,54098.99,0,Chen Wei,OPP-00695
Team A,Asia-Pacific,FinPeak,FinTech,Event,Spring Launch,59,Qualified,45562,,52035.72,0,Priya Singh,OPP-00696
Team B,North-America,GreenTech,Renewable Energy,Partnership,Referral Program,49,Qualified,45435,,66733.89,0,Rohit Menon,OPP-00697
Team D,Middle-East,Urbanmobility,Transportation,Inbound,Summer Outreach,55,Proposal Sent,45359,,16761.1,0,Chen Wei,OPP-00698
Team E,North-America,MediCore,Healthcare,Event,FinTech Webinar,21,Negotiation,45726,,50978.33,0,Sara Ibrahim,OPP-00699
Team A,Latin-America,CloudWorks,Cloud Computing,Social Media,Referral Program,61,Prospecting,45536,,32173.1,0,Alex Patel,OPP-00700
Team A,Latin-America,SafeBank,Financial Services,Email Campaign,Unknown,66,Prospecting,45835,,30480.88,0,Alex Patel,OPP-00701
Team A,Asia-Pacific,CloudWorks,Cloud Computing,Referral,Tech Summit,89,Qualified,45644,,60651.22,0,Priya Singh,OPP-00702
Team D,North-America,CloudWorks,Cloud Computing,Inbound,Agri Meet,49,Closed Lost,45784,45869,20862.86,0,Emma Johnson,OPP-00703
Team D,Asia-Pacific,CloudWorks,Cloud Computing,Event,Tech Summit,41,Qualified,45817,,53888.37,0,Chen Wei,OPP-00704
Team A,Europe,GreenSystems,Renewable Energy,Inbound,Referral Program,42,Qualified,45347,,31575.9,0,Alex Patel,OPP-00705
Team E,Asia-Pacific,CloudWorks,Cloud Computing,Email Campaign,SummerOutreach,52,Prospecting,45677,,56531.29,0,Sara Ibrahim,OPP-00706
Team D,North-America,SafeBank,Financial Services,Social Media,GreenTechDay,71,Closed Won,45453,45511,87839.59,100311.93,Chen Wei,OPP-00707
Team A,Europe,GreenSystems,Renewable Energy,Event,FinTech Webinar,35,Qualified,45517,,72536.52,0,Priya Singh,OPP-00708
Team A,Middle-East,FinEdge,Financial Services,Event,Green Tech Day,27,Proposal Sent,45255,,29901.28,0,Alex Patel,OPP-00709
Team D,Europe,CloudWorks,Cloud Computing,Email Campaign,Healthcare Expo,66,Prospecting,45283,,50339.04,0,Emma Johnson,OPP-00710
Team C,Europe,AgriHarvest,Agriculture,Social Media,Education forum,31,Qualified,45264,,9430.5,0,Samir Gupta,OPP-00711
Team B,Latin-America,FinPeak,FinTech,Webinar,Green Tech Day,69,Proposal Sent,45463,,108434.85,0,Rohit Menon,OPP-00712
Team A,Middle-East,EduNext,Education,Referral,Spring Launch,61,Proposal Sent,45739,,144035.79,0,Alex Patel,OPP-00713
Team C,Asia-Pacific,SafeBank,Financial Services,Unknown,Referral Program,79,Closed Won,45331,45402,42703.15,49063.06,Samir Gupta,OPP-00714
Team C,Asia-Pacific,GreenTech,Renewable Energy,Referral,Summer Outreach,36,Prospecting,45730,,30499.03,0,Samir Gupta,OPP-00715
Team C,Latin-America,AgriCorp,Agriculture,Event,Agri Meet,40,Closed Lost,45809,45830,30317.59,0,Samir Gupta,OPP-00716
Team E,Asia-Pacific,GreenTech,Renewable Energy,Partnership,referral program,21,Prospecting,45400,,20738.06,0,Sara Ibrahim,OPP-00717
Team C,Latin-America,SafeBank,Financial Services,Referral,Education Forum,31,Qualified,45423,,67341.73,0,Lina Fernandez,OPP-00718
Team B,Asia-Pacific,MediCore,Healthcare,Email Campaign,FinTech Webinar,61,Negotiation,45808,,85512.99,0,Rohit Menon,OPP-00719
Team A,Asia-Pacific,HealthPlus,Healthcare,Webinar,Referral Program,61,Qualified,45275,,41534.64,0,Alex Patel,OPP-00720
Team C,Europe,MediCore,Healthcare,Inbound,FinTech Webinar,52,Proposal Sent,45497,,76905.3,0,Samir Gupta,OPP-00721
Team C,North-America,TechNova,Technology,Outbound,Spring launch,27,Qualified,45657,,29782.71,0,Samir Gupta,OPP-00722
Team A,Middle-East,FinEdge,Financial Services,Outbound,Education forum,61,Closed Won,45781,45788,20727.42,18053.62,Alex Patel,OPP-00723
Team E,Latin-America,FinPeak,FinTech,Outbound,Healthcare Expo,61,Proposal Sent,45256,,80705.89,0,Rafael Souza,OPP-00724
Team B,Middle-East,CloudWorks,Cloud Computing,Outbound,Tech Summit,92,Prospecting,45496,,47940.28,0,Meera Shah,OPP-00725
Team D,Middle-East,BioHealth,Biotechnology,Event,Education forum,93,Qualified,45258,,19341.4,0,Chen Wei,OPP-00726
Team B,Asia-Pacific,SafeBank,Financial Services,Outbound,Unknown,62,Qualified,45387,,34764.32,0,Meera Shah,OPP-00727
Team B,Middle-East,HealthPlus,Healthcare,Social Media,GreenTechDay,81,Negotiation,45708,,61469.69,0,Rohit Menon,OPP-00728
Team B,North-America,Urbanmobility,Transportation,Referral,SpringLaunch,50,Closed Won,45502,45534,101452.54,101378.11,Rohit Menon,OPP-00729
Team A,North-America,TechNova,Technology,Email Campaign,Agri Meet,78,Prospecting,45491,,127436.13,0,Alex Patel,OPP-00730
Team C,North-America,CloudWorks,Cloud Computing,Webinar,Healthcare expo,78,Qualified,45623,,46306.655,0,Lina Fernandez,OPP-00731
Team D,Middle-East,BioHealth,Biotechnology,Inbound,FinTech Webinar,48,Qualified,45650,,78716.1,0,Chen Wei,OPP-00732
Team E,Latin-America,GreenTech,Renewable Energy,Email Campaign,Healthcare Expo,69,Qualified,45698,,73950.46,0,Sara Ibrahim,OPP-00733
Team D,Middle-East,FinPeak,FinTech,Email Campaign,Green tech day,72,Proposal Sent,45700,,31044.29,0,Emma Johnson,OPP-00734
Team E,Asia-Pacific,HealthPlus,Healthcare,Inbound,Spring Launch,22,Prospecting,45505,,34305.69,0,Rafael Souza,OPP-00735
Team D,Latin-America,MediCore,Healthcare,Partnership,Green Tech Day,22,Qualified,45403,,50218.61,0,Emma Johnson,OPP-00736
Team D,North-America,GreenTech,Renewable Energy,Referral,education forum,68,Prospecting,45827,,132129.49,0,Emma Johnson,OPP-00737
Team D,Europe,TechNova,Technology,Webinar,Referral Program,23,Prospecting,45374,,16627.37,0,Chen Wei,OPP-00738
Team B,North-America,MarketIQ,Market Intelligence,Referral,Summer Outreach,66,Prospecting,45409,,74480.26,0,Rohit Menon,OPP-00739
Team A,Asia-Pacific,TechNova,Technology,Email Campaign,Tech Summit,90,Qualified,45607,,21389.15,0,Alex Patel,OPP-00740
Team B,North-America,HealthPlus,Healthcare,Email Campaign,Referral Program,81,Prospecting,45700,,28097.69,0,Meera Shah,OPP-00741
Team B,North-America,FinPeak,FinTech,Partnership,Agri Meet,87,Prospecting,45868,,99674.87,0,Rohit Menon,OPP-00742
Team B,Europe,MarketIQ,Market Intelligence,Outbound,HealthcareExpo,46,Proposal Sent,45295,,62644.14,0,Rohit Menon,OPP-00743
Team A,Asia-Pacific,FinEdge,Financial Services,Webinar,Healthcare Expo,49,Qualified,45318,,8640.94,0,Alex Patel,OPP-00744
Team D,Europe,AgriCorp,Agriculture,Partnership,tech summit,50,Qualified,45405,,25676.52,0,Emma Johnson,OPP-00745
Team B,Latin-America,BioHealth,Biotechnology,Referral,Agri Meet,37,Prospecting,45425,,113130.88,0,Meera Shah,OPP-00746
Team D,Asia-Pacific,BioHealth,Unknown,Social Media,Healthcare Expo,67,Proposal Sent,45617,,115403.83,0,Chen Wei,OPP-00747
Team B,Latin-America,Urbanmobility,Transportation,Email Campaign,Healthcare Expo,34,Prospecting,45695,,133334.76,0,Rohit Menon,OPP-00748
Team E,North-America,SafeBank,Financial Services,Inbound,Spring Launch,49,Prospecting,45687,,51556.65,0,Rafael Souza,OPP-00749
Team A,Asia-Pacific,MediCore,Healthcare,Outbound,Tech Summit,85,Closed Lost,45504,45612,46306.655,0,Alex Patel,OPP-00750
Team A,Latin-America,EduNext,Education,Inbound,Summer Outreach,23,Prospecting,45344,,130740.23,0,Alex Patel,OPP-00751
Team C,Middle-East,AgriCorp,Agriculture,Event,Spring Launch,64,Qualified,45726,,10357.06,0,Lina Fernandez,OPP-00752
Team C,North-America,Urbanmobility,Transportation,Email Campaign,Tech Summit,88,Prospecting,45321,,34469.69,0,Lina Fernandez,OPP-00753
Team A,Asia-Pacific,Urbanmobility,Transportation,Partnership,Agri Meet,51,Qualified,45502,,13809.2,0,Priya Singh,OPP-00754
Team E,Latin-America,GreenSystems,Renewable Energy,Inbound,Agri Meet,82,Closed Lost,45566,45587,41960.63,0,Sara Ibrahim,OPP-00755
Team D,Middle-East,AgriCorp,Agriculture,Event,Referral Program,68,Proposal Sent,45679,,19637.16,0,Chen Wei,OPP-00756
Team E,North-America,SafeBank,Financial Services,Event,Green Tech Day,61,Prospecting,45698,,88672.34,0,Sara Ibrahim,OPP-00757
Team E,Asia-Pacific,TechNova,Technology,Event,Summer Outreach,89,Closed Lost,45442,45491,69428.87,0,Rafael Souza,OPP-00758
Team E,Asia-Pacific,MarketIQ,Market Intelligence,Event,Education Forum,54,Negotiation,45856,,125397.29,0,Sara Ibrahim,OPP-00759
Team B,North-America,BioHealth,Biotechnology,Referral,Education Forum,83,Prospecting,45357,,17542.3,0,Meera Shah,OPP-00760
Team C,Asia-Pacific,HealthPlus,Healthcare,Outbound,Healthcare Expo,69,Prospecting,45396,,19199.35,0,Lina Fernandez,OPP-00761
Team E,North-America,AgriCorp,Agriculture,Webinar,Spring Launch,31,Prospecting,45646,,51874.85,0,Rafael Souza,OPP-00762
Team A,North-America,AgriHarvest,Agriculture,Partnership,FinTech Webinar,82,Prospecting,45789,,21340.3,0,Priya Singh,OPP-00763
Team D,Latin-America,Urbanmobility,Transportation,Social Media,HealthcareExpo,46,Proposal Sent,45752,,100707.7,0,Emma Johnson,OPP-00764
Team A,Asia-Pacific,BioHealth,Biotechnology,Outbound,Green Tech Day,60,Proposal Sent,45451,,23133.05,0,Priya Singh,OPP-00765
Team D,Europe,FinPeak,FinTech,Webinar,Referral Program,64,Proposal Sent,45582,,14702.71,0,Emma Johnson,OPP-00766
Team B,North-America,MarketIQ,Market Intelligence,Webinar,Spring Launch,95,Closed Won,45378,45479,46295.75,55437.26,Rohit Menon,OPP-00767
Team B,Asia-Pacific,MediCore,Healthcare,Outbound,healthcare expo,54,Prospecting,45392,,87966.44,0,Unknown,OPP-00768
Team B,Asia-Pacific,FinPeak,FinTech,Inbound,Healthcare Expo,48,Prospecting,45502,,24877.3,0,Unknown,OPP-00769
Team A,Asia-Pacific,AgriHarvest,Agriculture,Email Campaign,Referral Program,23,Proposal Sent,45626,,34881.16,0,Alex Patel,OPP-00770
Team B,Europe,AgriCorp,Agriculture,Event,Green Tech Day,58,Closed Won,45688,45811,46306.655,0,Meera Shah,OPP-00771
Team C,Asia-Pacific,GreenSystems,Renewable Energy,Partnership,Spring Launch,72,Qualified,45424,,16508.4,0,Samir Gupta,OPP-00772
Team C,Asia-Pacific,GreenTech,Renewable Energy,Referral,referral program,91,Closed Lost,45638,45738,31919.12,0,Lina Fernandez,OPP-00773
Team D,Europe,FinPeak,FinTech,Email Campaign,Referral Program,44,Prospecting,45232,,48979.16,0,Chen Wei,OPP-00774
Team C,North-America,BioHealth,Biotechnology,Unknown,Agri Meet,39,Negotiation,45182,,76611.65,0,Samir Gupta,OPP-00775
Team D,Middle-East,FinEdge,Financial Services,Email Campaign,Referral Program,60,Closed Lost,45575,45619,8373.37,0,Chen Wei,OPP-00776
Team D,Latin-America,SafeBank,Financial Services,Social Media,Healthcare Expo,61,Qualified,45542,,21905.89,0,Emma Johnson,OPP-00777
Team D,North-America,MarketIQ,Market Intelligence,Referral,Green Tech Day,38,Qualified,45448,,34873.38,0,Chen Wei,OPP-00778
Team A,Asia-Pacific,HealthPlus,Healthcare,Social Media,Referral Program,52,Prospecting,45714,,11772.54,0,Priya Singh,OPP-00779
Team E,Asia-Pacific,EduNext,Education,Inbound,HealthcareExpo,21,Closed Won,45845,45869,66813.71,65198.01,Rafael Souza,OPP-00780
Team C,Asia-Pacific,HealthPlus,Healthcare,Social Media,spring launch,95,Negotiation,45259,,17550.12,0,Samir Gupta,OPP-00781
Team E,Europe,TechNova,Technology,Event,Tech summit,87,Negotiation,45197,,73134.83,0,Sara Ibrahim,OPP-00782
Team A,Middle-East,Urbanmobility,Transportation,Outbound,Healthcare Expo,62,Closed Lost,45531,45651,31222.41,0,Alex Patel,OPP-00783
Team E,North-America,Urbanmobility,Transportation,Outbound,Referral Program,21,Proposal Sent,45855,,53997.41,0,Sara Ibrahim,OPP-00784
Team D,Asia-Pacific,EduNext,Education,Outbound,Green Tech Day,92,Qualified,45740,,28457.31,0,Chen Wei,OPP-00785
Team A,Middle-East,BioHealth,Biotechnology,Referral,summer outreach,29,Prospecting,45320,,81310.96,0,Priya Singh,OPP-00786
Team E,Latin-America,Urbanmobility,Transportation,Referral,FinTech Webinar,75,Proposal Sent,45300,,62613.1,0,Rafael Souza,OPP-00787
Team E,Latin-America,BioHealth,Biotechnology,Social Media,ReferralProgram,24,Proposal Sent,45868,,80930.18,0,Unknown,OPP-00788
Team E,Europe,MediCore,Healthcare,Referral,Agri Meet,71,Prospecting,45748,,52506.63,0,Rafael Souza,OPP-00789
Team E,North-America,HealthPlus,Healthcare,Outbound,SummerOutreach,94,Negotiation,45487,,31476.05,0,Sara Ibrahim,OPP-00790
Team A,Middle-East,AgriCorp,Agriculture,Social Media,FinTech Webinar,36,Prospecting,45630,,74185.71,0,Priya Singh,OPP-00791
Team D,Latin-America,BioHealth,Biotechnology,Referral,Referral Program,90,Closed Lost,45304,45411,22373.29,0,Emma Johnson,OPP-00792
Team B,North-America,GreenTech,Renewable Energy,Social Media,Agri Meet,61,Qualified,45364,,128762.63,0,Rohit Menon,OPP-00793
Team C,Latin-America,BioHealth,Biotechnology,Social Media,Summer Outreach,81,Closed Won,45282,45300,124919.92,108047.97,Samir Gupta,OPP-00794
Team E,Latin-America,HealthPlus,Healthcare,Partnership,Healthcare Expo,34,Closed Won,45269,45390,38674.68,35784.19,Sara Ibrahim,OPP-00795
Team E,North-America,SafeBank,Financial Services,Partnership,education forum,95,Negotiation,45435,,156661.11,0,Rafael Souza,OPP-00796
Team C,Asia-Pacific,AgriCorp,Agriculture,Outbound,Green tech day,44,Negotiation,45617,,144973.76,0,Samir Gupta,OPP-00797
Team E,Asia-Pacific,MarketIQ,Market Intelligence,Outbound,Spring Launch,46,Closed Lost,45337,45442,21809.51,0,Sara Ibrahim,OPP-00798
Team E,Europe,MarketIQ,Market Intelligence,Event,Referral Program,61,Prospecting,45521,,16525.38,0,Sara Ibrahim,OPP-00799
Team D,Middle-East,BioHealth,Biotechnology,Referral,Referral Program,58,Closed Lost,45356,45494,32110.18,0,Emma Johnson,OPP-00800
Team C,Europe,GreenTech,Renewable Energy,Outbound,FinTech Webinar,35,Prospecting,45658,,157644.89,0,Lina Fernandez,OPP-00801
Team E,Asia-Pacific,GreenSystems,Renewable Energy,Webinar,GreenTechDay,64,Negotiation,45470,,42513.51,0,Sara Ibrahim,OPP-00802
